POA_CODE_2011,POA_CODE_2011,PHN_CODE,PHN_NAME,RATIO,PERCENTAGE
6281,6281,PHN503,Country WA,1,100
6282,6282,PHN503,Country WA,1,100
6284,6284,PHN503,Country WA,1,100
6285,6285,PHN503,Country WA,1,100
6286,6286,PHN503,Country WA,1,100
6288,6288,PHN503,Country WA,1,100
6290,6290,PHN503,Country WA,1,100
6302,6302,PHN503,Country WA,1,100
6304,6304,PHN503,Country WA,1,100
6306,6306,PHN503,Country WA,1,100
6308,6308,PHN503,Country WA,1,100
6309,6309,PHN503,Country WA,1,100
6311,6311,PHN503,Country WA,1,100
6312,6312,PHN503,Country WA,1,100
6313,6313,PHN503,Country WA,1,100
6315,6315,PHN503,Country WA,1,100
6316,6316,PHN503,Country WA,1,100
6317,6317,PHN503,Country WA,1,100
6318,6318,PHN503,Country WA,1,100
6320,6320,PHN503,Country WA,1,100
6321,6321,PHN503,Country WA,1,100
6322,6322,PHN503,Country WA,1,100
6323,6323,PHN503,Country WA,1,100
6324,6324,PHN503,Country WA,1,100
6326,6326,PHN503,Country WA,1,100
6327,6327,PHN503,Country WA,1,100
6328,6328,PHN503,Country WA,1,100
6330,6330,PHN503,Country WA,1,100
6333,6333,PHN503,Country WA,1,100
6335,6335,PHN503,Country WA,1,100
6336,6336,PHN503,Country WA,1,100
6337,6337,PHN503,Country WA,1,100
6338,6338,PHN503,Country WA,1,100
6341,6341,PHN503,Country WA,1,100
6343,6343,PHN503,Country WA,1,100
6346,6346,PHN503,Country WA,1,100
6348,6348,PHN503,Country WA,1,100
6350,6350,PHN503,Country WA,1,100
6352,6352,PHN503,Country WA,1,100
6353,6353,PHN503,Country WA,1,100
6355,6355,PHN503,Country WA,1,100
6358,6358,PHN503,Country WA,1,100
6359,6359,PHN503,Country WA,1,100
6365,6365,PHN503,Country WA,1,100
6367,6367,PHN503,Country WA,1,100
6368,6368,PHN503,Country WA,1,100
6369,6369,PHN503,Country WA,1,100
6370,6370,PHN503,Country WA,1,100
6373,6373,PHN503,Country WA,1,100
6375,6375,PHN503,Country WA,1,100
6383,6383,PHN503,Country WA,1,100
6386,6386,PHN503,Country WA,1,100
6390,6390,PHN503,Country WA,1,100
6391,6391,PHN503,Country WA,1,100
6392,6392,PHN503,Country WA,1,100
6393,6393,PHN503,Country WA,1,100
6394,6394,PHN503,Country WA,1,100
6395,6395,PHN503,Country WA,1,100
6396,6396,PHN503,Country WA,1,100
6397,6397,PHN503,Country WA,1,100
6398,6398,PHN503,Country WA,1,100
6401,6401,PHN503,Country WA,1,100
6403,6403,PHN503,Country WA,1,100
6405,6405,PHN503,Country WA,1,100
6407,6407,PHN503,Country WA,1,100
6409,6409,PHN503,Country WA,1,100
6410,6410,PHN503,Country WA,1,100
6413,6413,PHN503,Country WA,1,100
6415,6415,PHN503,Country WA,1,100
6418,6418,PHN503,Country WA,1,100
6421,6421,PHN503,Country WA,1,100
6423,6423,PHN503,Country WA,1,100
6425,6425,PHN503,Country WA,1,100
6426,6426,PHN503,Country WA,1,100
6429,6429,PHN503,Country WA,1,100
6430,6430,PHN503,Country WA,1,100
6431,6431,PHN503,Country WA,1,100
6432,6432,PHN503,Country WA,1,100
6434,6434,PHN503,Country WA,1,100
6436,6436,PHN503,Country WA,1,100
6437,6437,PHN503,Country WA,1,100
6438,6438,PHN503,Country WA,1,100
6440,6440,PHN503,Country WA,1,100
6442,6442,PHN503,Country WA,1,100
6443,6443,PHN503,Country WA,1,100
6445,6445,PHN503,Country WA,1,100
6447,6447,PHN503,Country WA,1,100
6448,6448,PHN503,Country WA,1,100
6450,6450,PHN503,Country WA,1,100
6460,6460,PHN503,Country WA,1,100
6461,6461,PHN503,Country WA,1,100
6462,6462,PHN503,Country WA,1,100
6468,6468,PHN503,Country WA,1,100
6472,6472,PHN503,Country WA,1,100
6475,6475,PHN503,Country WA,1,100
6477,6477,PHN503,Country WA,1,100
6479,6479,PHN503,Country WA,1,100
6484,6484,PHN503,Country WA,1,100
6485,6485,PHN503,Country WA,1,100
6488,6488,PHN503,Country WA,1,100
6490,6490,PHN503,Country WA,1,100
6501,6501,PHN503,Country WA,1,100
6502,6502,PHN503,Country WA,1,100
6503,6503,PHN503,Country WA,1,100
6505,6505,PHN503,Country WA,1,100
6507,6507,PHN503,Country WA,1,100
6509,6509,PHN503,Country WA,1,100
6510,6510,PHN503,Country WA,1,100
6511,6511,PHN503,Country WA,1,100
6513,6513,PHN503,Country WA,1,100
6514,6514,PHN503,Country WA,1,100
6515,6515,PHN503,Country WA,1,100
6516,6516,PHN503,Country WA,1,100
6517,6517,PHN503,Country WA,1,100
6518,6518,PHN503,Country WA,1,100
6519,6519,PHN503,Country WA,1,100
6521,6521,PHN503,Country WA,1,100
6522,6522,PHN503,Country WA,1,100
6525,6525,PHN503,Country WA,1,100
6528,6528,PHN503,Country WA,1,100
6530,6530,PHN503,Country WA,1,100
6532,6532,PHN503,Country WA,1,100
6535,6535,PHN503,Country WA,1,100
6536,6536,PHN503,Country WA,1,100
6537,6537,PHN503,Country WA,1,100
6556,6556,PHN501,Perth North,1,100
6558,6558,PHN501,Perth North,1,100
6560,6560,PHN503,Country WA,1,100
6562,6562,PHN503,Country WA,1,100
6564,6564,PHN503,Country WA,1,100
6566,6566,PHN503,Country WA,1,100
6567,6567,PHN503,Country WA,1,100
6568,6568,PHN503,Country WA,1,100
6569,6569,PHN503,Country WA,1,100
6575,6575,PHN503,Country WA,1,100
6603,6603,PHN503,Country WA,1,100
6606,6606,PHN503,Country WA,1,100
6608,6608,PHN503,Country WA,1,100
6609,6609,PHN503,Country WA,1,100
6612,6612,PHN503,Country WA,1,100
6620,6620,PHN503,Country WA,1,100
6623,6623,PHN503,Country WA,1,100
6628,6628,PHN503,Country WA,1,100
6630,6630,PHN503,Country WA,1,100
6635,6635,PHN503,Country WA,1,100
6638,6638,PHN503,Country WA,1,100
6639,6639,PHN503,Country WA,1,100
6640,6640,PHN503,Country WA,1,100
6642,6642,PHN503,Country WA,1,100
6646,6646,PHN503,Country WA,1,100
6701,6701,PHN503,Country WA,1,100
6705,6705,PHN503,Country WA,1,100
6707,6707,PHN503,Country WA,1,100
6710,6710,PHN503,Country WA,1,100
6713,6713,PHN503,Country WA,1,100
6714,6714,PHN503,Country WA,1,100
6716,6716,PHN503,Country WA,1,100
6718,6718,PHN503,Country WA,1,100
6720,6720,PHN503,Country WA,1,100
6721,6721,PHN503,Country WA,1,100
6722,6722,PHN503,Country WA,1,100
6725,6725,PHN503,Country WA,1,100
6726,6726,PHN503,Country WA,1,100
6728,6728,PHN503,Country WA,1,100
6740,6740,PHN503,Country WA,1,100
6743,6743,PHN503,Country WA,1,100
6751,6751,PHN503,Country WA,1,100
6753,6753,PHN503,Country WA,1,100
6754,6754,PHN503,Country WA,1,100
6758,6758,PHN503,Country WA,1,100
6760,6760,PHN503,Country WA,1,100
6762,6762,PHN503,Country WA,1,100
6765,6765,PHN503,Country WA,1,100
6770,6770,PHN503,Country WA,1,100
6798,6798,PHN502,Perth South,1,100
6799,6799,PHN502,Perth South,1,100
6907,6907,PHN501,Perth North,1,100
7000,7000,PHN601,Tasmania,1,100
7004,7004,PHN601,Tasmania,1,100
7005,7005,PHN601,Tasmania,1,100
7007,7007,PHN601,Tasmania,1,100
7008,7008,PHN601,Tasmania,1,100
7009,7009,PHN601,Tasmania,1,100
7010,7010,PHN601,Tasmania,1,100
7011,7011,PHN601,Tasmania,1,100
7012,7012,PHN601,Tasmania,1,100
7015,7015,PHN601,Tasmania,1,100
7016,7016,PHN601,Tasmania,1,100
7017,7017,PHN601,Tasmania,1,100
7018,7018,PHN601,Tasmania,1,100
7019,7019,PHN601,Tasmania,1,100
7020,7020,PHN601,Tasmania,1,100
7021,7021,PHN601,Tasmania,1,100
7022,7022,PHN601,Tasmania,1,100
7023,7023,PHN601,Tasmania,1,100
7024,7024,PHN601,Tasmania,1,100
7025,7025,PHN601,Tasmania,1,100
7026,7026,PHN601,Tasmania,1,100
7027,7027,PHN601,Tasmania,1,100
7030,7030,PHN601,Tasmania,1,100
7050,7050,PHN601,Tasmania,1,100
7052,7052,PHN601,Tasmania,1,100
7053,7053,PHN601,Tasmania,1,100
7054,7054,PHN601,Tasmania,1,100
7055,7055,PHN601,Tasmania,1,100
7109,7109,PHN601,Tasmania,1,100
7112,7112,PHN601,Tasmania,1,100
7113,7113,PHN601,Tasmania,1,100
7116,7116,PHN601,Tasmania,1,100
7117,7117,PHN601,Tasmania,1,100
7120,7120,PHN601,Tasmania,1,100
7140,7140,PHN601,Tasmania,1,100
7150,7150,PHN601,Tasmania,1,100
7155,7155,PHN601,Tasmania,1,100
7162,7162,PHN601,Tasmania,1,100
7163,7163,PHN601,Tasmania,1,100
7170,7170,PHN601,Tasmania,1,100
7171,7171,PHN601,Tasmania,1,100
7172,7172,PHN601,Tasmania,1,100
7173,7173,PHN601,Tasmania,1,100
7176,7176,PHN601,Tasmania,1,100
7177,7177,PHN601,Tasmania,1,100
7178,7178,PHN601,Tasmania,1,100
7179,7179,PHN601,Tasmania,1,100
7180,7180,PHN601,Tasmania,1,100
7182,7182,PHN601,Tasmania,1,100
7183,7183,PHN601,Tasmania,1,100
7184,7184,PHN601,Tasmania,1,100
7186,7186,PHN601,Tasmania,1,100
7190,7190,PHN601,Tasmania,1,100
7209,7209,PHN601,Tasmania,1,100
7210,7210,PHN601,Tasmania,1,100
7211,7211,PHN601,Tasmania,1,100
7212,7212,PHN601,Tasmania,1,100
7213,7213,PHN601,Tasmania,1,100
7214,7214,PHN601,Tasmania,1,100
7215,7215,PHN601,Tasmania,1,100
7216,7216,PHN601,Tasmania,1,100
7248,7248,PHN601,Tasmania,1,100
7249,7249,PHN601,Tasmania,1,100
7250,7250,PHN601,Tasmania,1,100
7252,7252,PHN601,Tasmania,1,100
7253,7253,PHN601,Tasmania,1,100
7254,7254,PHN601,Tasmania,1,100
7255,7255,PHN601,Tasmania,1,100
7256,7256,PHN601,Tasmania,1,100
7257,7257,PHN601,Tasmania,1,100
7258,7258,PHN601,Tasmania,1,100
7259,7259,PHN601,Tasmania,1,100
7260,7260,PHN601,Tasmania,1,100
7261,7261,PHN601,Tasmania,1,100
7262,7262,PHN601,Tasmania,1,100
7263,7263,PHN601,Tasmania,1,100
7264,7264,PHN601,Tasmania,1,100
7265,7265,PHN601,Tasmania,1,100
7267,7267,PHN601,Tasmania,1,100
7268,7268,PHN601,Tasmania,1,100
7270,7270,PHN601,Tasmania,1,100
7275,7275,PHN601,Tasmania,1,100
7276,7276,PHN601,Tasmania,1,100
7277,7277,PHN601,Tasmania,1,100
7290,7290,PHN601,Tasmania,1,100
7291,7291,PHN601,Tasmania,1,100
7292,7292,PHN601,Tasmania,1,100
7300,7300,PHN601,Tasmania,1,100
7301,7301,PHN601,Tasmania,1,100
7302,7302,PHN601,Tasmania,1,100
7303,7303,PHN601,Tasmania,1,100
7304,7304,PHN601,Tasmania,1,100
7305,7305,PHN601,Tasmania,1,100
7306,7306,PHN601,Tasmania,1,100
7307,7307,PHN601,Tasmania,1,100
7310,7310,PHN601,Tasmania,1,100
7315,7315,PHN601,Tasmania,1,100
7316,7316,PHN601,Tasmania,1,100
7320,7320,PHN601,Tasmania,1,100
7321,7321,PHN601,Tasmania,1,100
7322,7322,PHN601,Tasmania,1,100
7325,7325,PHN601,Tasmania,1,100
7330,7330,PHN601,Tasmania,1,100
7331,7331,PHN601,Tasmania,1,100
7467,7467,PHN601,Tasmania,1,100
7468,7468,PHN601,Tasmania,1,100
7469,7469,PHN601,Tasmania,1,100
7470,7470,PHN601,Tasmania,1,100
